instance	language	mech	short	fence	live_ratio	boot_s	coverage	classified_pct	own_B	own_T	own_S	own_label	proc_B	proc_T	proc_S	proc_label	n_leaf	leaf_B	leaf_T	leaf_S	leaf_label	flags	n_receipts	top_procs
projectlombok__lombok-3697	Java	J	projectlombok-t3697	64.1	1.1	0.0	99.6	97.2	3	97	1	T	3	97	1	T	314	3	45	52	M		13370	test-run=49.3  runtime=10.9  compile=1.6  search=0.5  vcs=0.1
prometheus__prometheus-9248	Go	A	prometheus-prometheus-9248	211.5	0.97	208.5	52.4	45.4	88	11	1	?	89	10	1	?	2121	83	4	13	B	call-step-mismatch(246v237)	11013	compile=66.0  build-drv=17.7  test-run=9.4  pkg=2.0  search=0.9
prometheus__prometheus-10633	Go	A	prometheus-t10633	19.4	1.0	20.7	95.7	90.3	81	19	0	B	62	38	0	B	7131	44	55	1	T	call-step-mismatch(51v47)	11180	lint=5.8  build-drv=5.2  compile=2.7  pkg=1.8  runtime=0.1
prometheus__prometheus-10720	Go	A	prometheus-t10720	207.2	1.06	0.0	98.5	97.4	85	15	0	B	85	15	0	B	19959	50	49	1	M	call-step-mismatch(195v189)	35310	compile=149.7  build-drv=21.8  lint=18.6  test-run=10.9  search=0.5
prometheus__prometheus-11859	Go	A	prometheus-t11859	12.9	3.09	0.0	97.5	2.5	1	0	99	?	1	0	99	?	218	5	0	95	?	E7-consecutive-loop,mechanism-not-witnessed,replay-invalid(ratio=3.09)	308705	vcs=1.6  search=0.3  build-drv=0.0  other=0.0
prometheus__prometheus-12874	Go	A	prometheus-t12874	100.3	1.11	0.0	98.6	88.0	19	81	0	T	38	62	0	T	9450	37	62	1	T	E7-consecutive-loop,call-step-mismatch(114v101)	318592	test-run=41.3  compile=25.8  lint=13.7  build-drv=7.4  vcs=0.2
prometheus__prometheus-13845	Go	A	prometheus-t13845	416.5	1.2	0.0	61.9	58.0	69	31	0	B	72	27	0	B	3587	66	32	2	B	call-step-mismatch(154v147)	7786	compile=159.1  test-run=64.7  build-drv=16.1  lint=1.7  vcs=0.3
prometheus__prometheus-14861	Go	A	prometheus-t14861	338.2	1.15	0.0	98.6	95.4	86	14	0	B	76	24	0	B	30290	27	72	0	T	E7-consecutive-loop,call-step-mismatch(106v90)	341345	compile=225.1  lint=77.3  build-drv=19.5  test-run=0.6  vcs=0.2
prometheus__prometheus-15142	Go	A	prometheus-t15142	352.5	1.42	0.0	98.4	95.4	31	69	0	T	58	42	0	B	38314	45	55	0	M	E7-consecutive-loop,call-step-mismatch(169v159)	348179	compile=176.0  test-run=90.8  lint=51.6  build-drv=17.7  vcs=0.4
reactivex__rxjava-7597	Java	J	reactivex-t7597	12.8	3.18	0.0	97.6	1.6	0	0	100	?	0	0	100	?	145	0	0	100	?	E7-consecutive-loop,replay-invalid(ratio=3.18)	309088	vcs=1.7  search=0.2  other=0.0
redis__redis-10068	C	B	redis-t10068	37.9	1.01	2.0	99.5	96.7	54	46	0	M	54	44	1	B	1123	36	21	43	M		15493	compile=18.5  test-run=14.6  runtime=1.3  pkg=0.7  search=0.5
redis__redis-10095	C	B	redis-t10095	5.9	1.08	2.5	101.7	82.3	47	52	1	?	48	49	3	?	433	25	39	36	M		13291	compile=1.4  runtime=1.3  test-run=1.0  pkg=0.7  vcs=0.2
redis__redis-10764	C	B	redis-t10764	15.6	0.98	2.5	99.4	91.5	20	79	1	T	20	77	3	T	872	12	40	47	M		23206	test-run=9.2  compile=1.9  runtime=1.5  pkg=0.7  search=0.4
redis__redis-11279	C	B	redis-t11279	14.6	0.95	2.0	98.3	84.0	29	70	2	T	33	55	12	T	2438	5	25	70	S	call-step-mismatch(143v140)	24364	test-run=2.9  runtime=2.8  compile=2.5  search=1.3  pkg=0.7
redis__redis-11510	C	B	redis-t11510	75.4	1.01	2.0	99.6	97.4	94	5	0	B	96	4	1	B	1517	22	19	58	S		28531	compile=68.1  runtime=1.5  test-run=1.1  pkg=0.7  search=0.7
redis__redis-11631	C	B	redis-t11631	421.8	0.9	2.0	99.1	98.7	85	15	0	B	84	15	1	B	8917	50	4	47	M		73554	compile=344.6  test-run=61.0  search=2.5  runtime=2.1  build-drv=1.0
redis__redis-11734	C	B	redis-t11734	54.1	0.97	2.0	99.7	96.5	86	13	0	B	86	13	1	B	969	27	45	28	T		18571	compile=43.9  test-run=4.8  runtime=2.0  pkg=0.7  search=0.3
redis__redis-12272	C	B	redis-t12272	50.3	0.99	2.5	100.0	97.8	93	7	0	B	93	7	0	B	514	47	36	17	B		11475	compile=44.8  test-run=2.4  runtime=0.9  pkg=0.7  vcs=0.2
redis__redis-12472	C	B	redis-t12472	7.9	0.72	2.5	100.9	53.5	44	46	11	?	43	46	11	?	498	21	45	33	T	E7-consecutive-loop,call-step-mismatch(108v105)	6524	vcs=2.3  runtime=1.8  compile=1.0  pkg=0.7  search=0.5
redis__redis-13115	C	B	redis-t13115	33.7	1.02	2.5	100.1	97.2	81	18	0	B	82	17	1	B	628	32	21	47	S	call-step-mismatch(46v43)	10884	compile=25.7  test-run=4.7  pkg=0.7  runtime=0.7  search=0.2
redis__redis-13338	C	B	redis-t13338	91.2	1.02	2.0	99.8	98.5	84	16	0	B	85	14	1	B	1513	21	28	51	S	call-step-mismatch(62v59)	15975	compile=74.2  test-run=11.6  runtime=1.2  pkg=0.7  search=0.6
redis__redis-9733	C	B	redis-t9733	37.6	0.96	2.0	99.4	93.5	74	25	0	B	75	24	1	B	1207	26	42	32	T		22234	compile=25.2  test-run=4.7  runtime=3.5  pkg=0.7  vcs=0.4
rubocop__rubocop-13668	Ruby	I	rubocop-X13668	35.1		0.0	100.2	96.4	0	99	1	T	0	99	1	T	290	0	57	43	T		8736	test-run=30.7  runtime=2.9  search=0.3  vcs=0.2  other=0.0
rubocop__rubocop-13362	Ruby	I	rubocop-t13362	48.0	0.98	0.0	100.0	96.3	0	100	0	T	0	100	0	T	405	0	74	26	T		12333	test-run=31.6  runtime=14.5  vcs=0.2  search=0.2  other=0.0
rubocop__rubocop-13375	Ruby	I	rubocop-t13375	83.8	0.93	0.0	99.8	98.2	0	100	0	T	0	100	0	T	686	0	93	7	T		16273	runtime=46.5  test-run=35.4  vcs=0.1  search=0.1  other=0.0
rubocop__rubocop-13393	Ruby	I	rubocop-t13393	16.5	0.99	0.0	100.9	89.5	0	99	1	T	0	99	1	T	224	0	66	34	T		6118	test-run=12.8  runtime=1.8  vcs=0.7  search=0.1
rubocop__rubocop-13396	Ruby	I	rubocop-t13396	43.1	0.91	0.0	98.5	24.1	0	70	30	?	0	70	30	?	1023	0	22	78	S		18152	vcs=29.5  runtime=6.7  search=3.1  test-run=0.6
rubocop__rubocop-13424	Ruby	I	rubocop-t13424	115.7	0.93	0.0	99.8	97.1	0	100	0	T	0	100	0	T	761	0	64	36	T		30963	test-run=93.1  runtime=18.8  search=0.4  vcs=0.4  other=0.0
rubocop__rubocop-13431	Ruby	I	rubocop-t13431	24.9	0.97	0.0	100.4	95.7	0	99	1	T	0	99	1	T	240	0	64	36	T		6702	test-run=17.2  runtime=6.4  search=0.2  vcs=0.1
rubocop__rubocop-13479	Ruby	I	rubocop-t13479	53.3	0.98	0.0	100.2	97.0	39	61	0	T	38	62	0	T	366	6	57	37	T	call-step-mismatch(112v109)	12986	test-run=27.3  pkg=19.7  runtime=4.6  vcs=0.2  search=0.1
rubocop__rubocop-13503	Ruby	I	rubocop-t13503	23.7	1.0	0.0	100.7	97.0	0	100	0	T	0	100	0	T	148	0	61	39	T		5766	test-run=20.7  runtime=2.2  vcs=0.1  search=0.1  other=0.0
rubocop__rubocop-13560	Ruby	I	rubocop-t13560	37.4	0.95	0.0	99.8	74.6	0	98	2	T	0	98	2	T	540	0	53	47	M	call-step-mismatch(195v192)	17301	test-run=22.0  vcs=6.6  runtime=5.4  search=0.5
rubocop__rubocop-13579	Ruby	I	rubocop-t13579	10.6	1.0	0.0	101.7	93.1	0	100	0	?	0	100	0	?	109	0	73	27	T		3719	test-run=7.2  runtime=2.7  vcs=0.2  search=0.0
rubocop__rubocop-13627	Ruby	I	rubocop-t13627	102.8	0.93	0.0	99.7	96.0	0	100	0	T	0	100	0	T	1112	0	74	26	T		36133	runtime=93.0  test-run=5.4  search=0.3  vcs=0.1
rubocop__rubocop-13653	Ruby	I	rubocop-t13653	50.8	0.95	0.0	100.1	96.8	17	82	0	T	0	100	0	T	339	0	64	36	T		12166	test-run=41.6  runtime=7.4  vcs=0.3  search=0.2  other=0.0
rubocop__rubocop-13680	Ruby	I	rubocop-t13680	23.9	0.99	0.0	100.1	94.7	0	100	0	T	0	100	0	T	234	0	75	25	T		7240	test-run=15.3  runtime=7.3  vcs=0.1  search=0.1
rubocop__rubocop-13687	Ruby	I	rubocop-t13687	71.9	0.95	0.0	99.8	95.1	1	98	1	T	0	99	1	T	1050	0	83	17	T		26544	test-run=36.6  runtime=31.0  search=0.7  vcs=0.5  pkg=0.1
rubocop__rubocop-13705	Ruby	I	rubocop-t13705	20.9	0.99	0.0	100.0	94.5	0	99	1	T	0	99	1	T	235	0	63	37	T		6028	test-run=14.3  runtime=5.3  search=0.2  vcs=0.1
sharkdp__bat-1892	Rust	A	sharkdp-t1892	120.6	1.24	0.0	99.3	98.1	66	32	1	B	76	23	1	B	1998	86	10	4	B		28562	compile=88.6  test-run=24.9  runtime=2.0  search=1.4  build-drv=0.9
sharkdp__bat-2201	Rust	A	sharkdp-t2201	115.2	1.0	0.0	99.0	97.2	69	31	0	B	84	15	0	B	2870	69	24	7	B		59228	compile=91.5  test-run=13.9  runtime=2.6  build-drv=1.9  other=1.0
sharkdp__bat-2260	Rust	A	sharkdp-t2260	102.4	0.98	0.0	99.0	97.4	75	24	0	B	88	12	0	B	2281	79	16	5	B		27136	compile=84.8  test-run=9.7  build-drv=2.0  runtime=2.0  other=0.8
sharkdp__bat-2393	Rust	A	sharkdp-t2393	103.1	0.99	0.0	99.3	97.9	71	29	0	B	86	14	0	B	2310	88	10	3	B		21431	compile=85.3  test-run=11.8  runtime=1.7  build-drv=1.4  other=0.6
sharkdp__bat-2650	Rust	A	sharkdp-t2650	113.8	1.01	0.0	99.3	98.1	1	98	0	T	91	8	0	B	2144	87	10	3	B		20192	compile=99.1  test-run=7.5  build-drv=2.0  runtime=1.9  other=0.9
sharkdp__bat-2835	Rust	A	sharkdp-t2835	250.8	1.01	0.0	99.1	98.1	36	64	0	T	73	27	0	B	4252	52	44	4	M		44545	compile=174.0  test-run=61.1  runtime=3.5  build-drv=3.2  other=2.6
sharkdp__bat-3108	Rust	A	sharkdp-t3108	251.0	1.04	0.0	99.0	98.0	46	54	0	M	83	17	0	B	6241	38	60	2	T		39421	compile=197.4  test-run=38.4  runtime=3.2  other=3.0  build-drv=3.0
sharkdp__bat-562	Rust	A	sharkdp-t562	129.6	1.01	0.0	99.4	97.4	54	45	0	M	56	44	0	B	2283	64	28	8	B		30417	compile=66.0  test-run=51.8  build-drv=4.1  runtime=2.8  other=1.4
tokio-rs__tokio-6551	Rust	A	tokio-rs-X6551	116.0		0.0	97.0	95.5	10	90	0	T	50	50	0	M	592	56	31	13	B		76695	compile=51.9  test-run=48.9  other=6.0  runtime=3.1  build-drv=1.0
tokio-rs__axum-1119	Rust	A	tokio-rs-t1119	154.9	0.93	0.0	99.5	98.4	45	55	0	T	98	2	0	B	1477	81	13	7	B		21973	compile=146.5  runtime=2.6  build-drv=2.2  test-run=0.5  lint=0.4
tokio-rs__axum-1730	Rust	A	tokio-rs-t1730	457.0	1.06	0.0	99.0	98.7	15	85	0	T	99	1	0	B	2987	86	11	2	B		31477	compile=443.3  test-run=3.0  build-drv=2.2  runtime=2.1  other=0.4
tokio-rs__axum-1934	Rust	A	tokio-rs-t1934	685.9	1.09	0.0	99.0	98.6	18	82	0	T	99	1	0	B	3837	74	18	7	B		52881	compile=663.7  test-run=4.2  runtime=3.6  build-drv=2.8  lint=0.9
tokio-rs__axum-2096	Rust	A	tokio-rs-t2096	460.8	1.03	0.0	99.1	98.7	7	92	0	T	98	2	0	B	2365	82	14	4	B		37953	compile=443.6  test-run=4.4  build-drv=3.6  runtime=2.8  other=0.5
tokio-rs__tokio-4384	Rust	A	tokio-rs-t4384	962.5	1.02	0.0	93.2	91.7	15	85	0	T	33	67	0	T	1879	80	10	10	B		32182	test-run=589.9  compile=284.8  runtime=3.1  build-drv=3.1  other=1.3
tokio-rs__tokio-4867	Rust	A	tokio-rs-t4867	302.9	0.94	0.0	99.0	98.4	4	96	0	T	99	1	0	B	2977	84	13	3	B		37280	compile=289.4  build-drv=3.0  runtime=2.4  other=1.8  test-run=1.2
tokio-rs__tokio-4898	Rust	A	tokio-rs-t4898	120.8	1.23	0.0	99.0	98.6	4	96	0	T	100	0	0	B	1448	97	2	2	B	call-step-mismatch(22v19)	12170	compile=117.0  build-drv=1.5  runtime=0.4  search=0.1  other=0.1
tokio-rs__tokio-6603	Rust	A	tokio-rs-t6603	856.2	0.71	0.0	99.9	99.7	0	100	0	T	21	79	0	T	1760	78	17	5	B		86470	test-run=670.0  compile=177.9  build-drv=2.5  runtime=2.0  other=0.7
tokio-rs__tokio-6724	Rust	A	tokio-rs-t6724	25.2	0.99	0.0	100.5	97.7	29	69	2	T	93	5	2	B	283	73	14	13	B	call-step-mismatch(33v30)	6288	compile=22.3  build-drv=0.7  runtime=0.7  lint=0.5  search=0.4
tokio-rs__tokio-6752	Rust	A	tokio-rs-t6752	125.0	1.01	0.0	98.8	97.9	5	95	0	T	98	2	0	B	1102	70	25	4	B	call-step-mismatch(74v71)	17098	compile=118.4  runtime=1.6  build-drv=0.8  test-run=0.7  lint=0.4
tokio-rs__axum-682	Rust	A	tokio-rs-t682	134.3	0.9	0.0	99.5	98.4	69	31	0	B	97	3	0	B	1415	84	11	5	B		19679	compile=126.4  runtime=2.6  build-drv=2.0  lint=0.4  test-run=0.3
tokio-rs__tokio-6838	Rust	A	tokio-rs-t6838	24.1	0.99	0.0	100.2	96.7	12	88	0	T	96	4	0	B	328	71	16	14	B		6801	compile=21.6  runtime=0.8  build-drv=0.7  other=0.2  vcs=0.1
tokio-rs__axum-691	Rust	A	tokio-rs-t691	633.6	1.04	0.0	99.1	98.7	6	94	0	T	99	1	0	B	3179	79	18	3	B		53601	compile=610.7  build-drv=4.9  test-run=4.1  runtime=3.9  other=1.5
tokio-rs__tokio-7139	Rust	A	tokio-rs-t7139	47.3	0.98	0.0	99.9	98.2	16	84	0	T	98	2	0	B	607	85	9	6	B		7873	compile=44.7  runtime=0.9  build-drv=0.6  other=0.2  vcs=0.1
tokio-rs__axum-734	Rust	A	tokio-rs-t734	1107.9	0.97	0.0	99.2	99.0	49	51	0	M	99	1	0	B	5089	83	13	3	B		81748	compile=1078.7  build-drv=7.1  runtime=5.4  test-run=3.9  other=0.8
uutils__coreutils-6377	Rust	A	uutils-t6377	101.1	0.97	0.0	98.8	83.9	55	45	1	M	93	7	1	B	1314	37	49	15	T		59547	compile=76.5  vcs=11.9  runtime=4.4  build-drv=1.8  test-run=0.9
uutils__coreutils-6575	Rust	A	uutils-t6575	195.5	1.08	0.0	98.3	97.5	43	57	0	T	66	34	0	B	9790	18	81	1	T		62713	compile=120.3  test-run=59.7  build-drv=3.3  other=3.2  lint=2.1  runtime=2.0
uutils__coreutils-6682	Rust	A	uutils-t6682	84.7	1.03	0.0	99.3	97.6	59	41	0	B	97	3	0	B	945	49	44	7	M		17811	compile=78.2  build-drv=1.9  runtime=1.5  test-run=0.6  other=0.4
uutils__coreutils-6690	Rust	A	uutils-t6690	77.9	1.01	0.0	98.9	97.3	68	32	0	B	93	6	0	B	1796	24	69	7	T		22344	compile=68.2  test-run=3.5  build-drv=1.8  runtime=1.3  other=0.7
uutils__coreutils-6731	Rust	A	uutils-t6731	56.7	1.02	0.0	99.1	97.7	81	19	0	B	91	9	0	B	1415	28	70	2	T		13872	compile=49.1  test-run=4.0  build-drv=0.9  runtime=0.7  lint=0.3
valkey-io__valkey-1499	C	B	valkey-io-t1499	5.2	1.01	3.0	98.3	52.4	26	56	17	?	26	56	17	?	229	1	47	52	M	mechanism-not-witnessed	6007	runtime=1.6  vcs=1.1  pkg=0.7  search=0.5  other=0.0
valkey-io__valkey-1842	C	B	valkey-io-t1842	309.0	0.98	2.0	99.3	98.7	15	85	0	T	15	84	0	T	2972	8	18	74	S		64530	test-run=252.9  compile=45.2  runtime=2.1  search=1.5  pkg=0.7
valkey-io__valkey-790	C	B	valkey-io-t790	149.1	0.99	2.0	99.5	98.5	30	70	0	T	30	69	1	T	1782	13	23	64	S		74739	test-run=98.6  compile=43.0  runtime=1.9  search=0.8  pkg=0.7
valkey-io__valkey-928	C	B	valkey-io-t928	75.3	0.94	2.0	98.3	93.0	72	27	1	B	74	24	2	B	2681	10	22	67	S		76070	compile=49.4  test-run=12.6  runtime=3.9  vcs=1.6  search=1.5
vuejs__core-11915	TypeScript	N	vuejs-X11915	193.4		0.0	99.0	98.5	0	100	0	T	2	96	2	T	5607	4	5	92	S		13075	test-run=148.2  runtime=29.8  search=4.0  compile=3.9  vcs=0.1
vuejs__core-11589	TypeScript	N	vuejs-t11589	213.0	1.09	0.0	98.8	98.0	0	100	0	T	4	93	3	T	9680	5	6	88	S		22508	test-run=157.0  runtime=33.0  compile=8.2  search=6.2  vcs=0.2
vuejs__core-11739	TypeScript	N	vuejs-t11739	559.1	1.14	0.0	98.5	98.0	0	100	0	T	4	92	3	T	26487	6	7	87	S		71556	test-run=384.5  runtime=108.6  compile=23.5  search=18.5  vcs=0.1
vuejs__core-11870	TypeScript	N	vuejs-t11870	137.6	1.11	0.0	99.2	98.4	0	100	0	T	4	93	3	T	5887	5	7	88	S		15456	test-run=90.2  runtime=33.3  compile=5.4  search=3.8  vcs=0.1
vuejs__core-11899	TypeScript	N	vuejs-t11899	93.1	1.04	0.0	98.7	97.3	0	100	0	T	2	95	3	T	4597	6	12	83	S		13764	test-run=52.5  runtime=31.5  search=2.8  compile=2.1  vcs=0.1
