"fence","metric","grp","col","n","median","mean","p5","p95","max"
"tool","L2-load MPKI","Java","gson-2134",273,0.5863,0.792500366300366,0.27742,1.6576,3.0758
"tool","L2-load MPKI","Java","javaparser-4538",475,0.6885,0.826341894736842,0.27438,1.59675,2.5549
"tool","L2-load MPKI","Java","lombok-3479",1034,0.67705,0.87968665377176,0.250565,1.91257,7.9831
"tool","L2-load MPKI","JavaScript","babel-15649",259,0.6772,0.771115057915058,0.26179,1.56025,2.5846
"tool","L2-load MPKI","JavaScript","preact-3763",383,0.4425,0.576015143603133,0.2311,1.32501,3.0613
"tool","L2-load MPKI","JavaScript","three.js-26589",469,0.6919,0.850830063965885,0.0619,2.00988,7.9164
"tool","L2-load MPKI","PHP","carbon-2752",363,1.0871,1.03402809917355,0.10656,1.9939,4.5445
"tool","L2-load MPKI","PHP","framework-52684",197,1.2052,1.11528375634518,0.11274,1.9004,8.1703
"tool","L2-load MPKI","PHP","php-cs-fixer-8064",742,0.69875,0.9778974393531,0.354735,1.96404,2.8613
"tool","L2-load MPKI","PHP","phpspreadsheet-3463",346,1.2586,1.38561647398844,0.246325,2.8185,13.0247
"tool","L2-load MPKI","Python","astropy",1347,0.7626,1.4926585003712,0.0564,5.3801,12.227
"tool","L2-load MPKI","Python","scikit-learn",804,0.01555,0.511736815920398,0.007645,1.42197,18.3973
"tool","L2-load MPKI","Python","sympy",936,0.62595,0.821125641025641,0.24465,1.973775,9.9783
"tool","L2-load MPKI","Ruby","fastlane-20958",403,0.8317,0.873015632754342,0.31731,1.69149,2.9265
"tool","L2-load MPKI","Ruby","fpm-1829",203,0.9055,1.02384532019704,0.34651,1.88969,2.6443
"tool","L2-load MPKI","Ruby","rubocop-13560",926,0.81805,0.895629805615551,0.305925,1.956925,7.9648
"tool","L2-load MPKI","Rust","axum-1730",1203,0.9116,1.11636974231089,0.42316,2.12176,23.925
"tool","L2-load MPKI","Rust","bat-2835",1242,0.8364,1.01134911433172,0.03503,2.320245,11.1482
"tool","L2-load MPKI","Rust","nushell-13831",1266,0.78545,1.33113159557662,0.151725,3.091225,25.1599
"tool","L2-load MPKI","Rust","ripgrep-2209",525,0.8642,0.954118666666667,0.16056,1.9854,10.5115
"tool","L2-load MPKI","SPEC-fp","SPEC-fp",12,0.419875,3.115345,0.016072,13.0364455,18.79417
"tool","L2-load MPKI","SPEC-int","SPEC-int",14,0.33444,0.809063571428571,0.001417,3.0300655,3.64466
"tool","L2-load MPKI","TypeScript","docusaurus-10130",312,0.61785,0.707877564102564,0.193605,1.474,2.6636
"tool","L2-load MPKI","TypeScript","docusaurus-9897",345,0.6749,0.790722608695652,0.23692,1.91526,2.6711
"tool","L2-load MPKI","TypeScript","immutable-js-2006",1172,0.3287,0.509413481228669,0.055765,1.539015,5.3909
"tool","L2-load miss rate (%)","C","jq-2598",888,7.6735,9.03250698198198,1.766885,19.25063,55.5237
"tool","L2-load miss rate (%)","C","micropython-13039",287,7.7813,10.5069104529617,3.69154,24.77284,55.2176
"tool","L2-load miss rate (%)","C","redis-12272",343,12.5923,14.9171772594752,0.18242,32.54103,79.8659
"tool","L2-load miss rate (%)","C++","fmt-2457",1858,8.25215,11.8495179763186,2.53367,36.8441,86.2948
"tool","L2-load miss rate (%)","C++","fmt-3750",1173,8.5732,11.5201118499574,2.65152,29.02746,83.1415
"tool","L2-load miss rate (%)","C++","fmt-3901",596,8.1098,10.4183996644295,2.610825,21.7073,83.5194
"tool","L2-load miss rate (%)","C++","json-4237",1468,9.56985,12.8257753405995,1.45612,35.7106149999999,87.149
"tool","L2-load miss rate (%)","Go","caddy-4774",1238,18.4245,24.1117161550889,9.63652,54.745425,93.5148
"tool","L2-load miss rate (%)","Go","gin-2121",152,15.94655,17.4249065789474,8.404485,28.7651,54.1059
"tool","L2-load miss rate (%)","Go","hugo-12579",720,12.86985,15.3386779166667,5.689885,34.504685,84.8441
"tool","L2-load miss rate (%)","Go","prometheus-10720",834,15.88485,15.7907537170264,6.654125,27.95372,58.3386
"tool","L2-load miss rate (%)","Java","gson-1093",272,12.3127,12.4099393382353,2.972845,21.485775,54.5717
"tool","L2-load miss rate (%)","Java","gson-2134",273,8.3621,11.3203,4.73302,20.71522,54.8379
"tool","L2-load miss rate (%)","Java","javaparser-4538",475,8.1888,10.7918322105263,4.15358,20.05105,54.6195
"tool","L2-load miss rate (%)","Java","lombok-3479",1034,10.5671,12.1554709864603,3.57043,21.479515,54.4352
"tool","L2-load miss rate (%)","JavaScript","babel-15649",259,9.4894,13.6240563706564,5.33011,36.96928,61.7855
"tool","L2-load miss rate (%)","JavaScript","preact-3763",383,8.001,10.0665535248042,4.10658,19.53016,55.5894
"tool","L2-load miss rate (%)","JavaScript","three.js-26589",469,9.7232,13.1508571428571,3.3118,33.96292,56.9551
"tool","L2-load miss rate (%)","PHP","carbon-2752",363,15.5043,14.9353261707989,1.65374,24.04014,55.4333
"tool","L2-load miss rate (%)","PHP","framework-52684",197,16.3363,17.349983248731,6.8459,36.5181199999999,54.9235
"tool","L2-load miss rate (%)","PHP","php-cs-fixer-8064",742,10.3204,14.326124393531,8.41469,24.29507,61.2787
"tool","L2-load miss rate (%)","PHP","phpspreadsheet-3463",346,16.6938,17.8049846820809,7.087725,33.7229,55.5929
"tool","L2-load miss rate (%)","Python","astropy",1347,11.3561,17.0406420193022,5.0528,52.3959,56.3087
"tool","L2-load miss rate (%)","Python","scikit-learn",804,7.5455,8.99680037313433,1.931855,18.91058,61.4573
"tool","L2-load miss rate (%)","Python","sympy",936,9.05335,10.3297856837607,3.305025,18.19375,53.6078
"tool","L2-load miss rate (%)","Ruby","fastlane-20958",403,15.0148,18.4884655086849,9.31216,37.65581,50.5266
"tool","L2-load miss rate (%)","Ruby","fpm-1829",203,12.1507,14.7075886699507,8.74256,27.30756,56.9648
"tool","L2-load miss rate (%)","Ruby","rubocop-13560",926,14.25035,14.4718389848812,8.2067,23.041975,47.3948
"tool","L2-load miss rate (%)","Rust","axum-1730",1203,15.2059,19.3564124688279,9.04026,43.2376,89.3468
"tool","L2-load miss rate (%)","Rust","bat-2835",1242,15.3952,19.7212590982287,8.67229,47.246735,84.0983
"tool","L2-load miss rate (%)","Rust","nushell-13831",1266,15.64945,20.6947812006319,7.580825,58.942825,95.2639
"tool","L2-load miss rate (%)","Rust","ripgrep-2209",525,13.7388,15.4033472380952,8.42662,33.56872,58.0667
"tool","L2-load miss rate (%)","SPEC-fp","SPEC-fp",12,5.55865,14.7309658333333,0.563313,53.1489635,66.70153
"tool","L2-load miss rate (%)","SPEC-int","SPEC-int",14,6.411725,10.9750321428571,0.4636075,34.836748,39.78486
"tool","L2-load miss rate (%)","TypeScript","docusaurus-10130",312,9.6581,11.6221057692308,5.57072,20.337515,37.8038
"tool","L2-load miss rate (%)","TypeScript","docusaurus-9897",345,10.5921,13.1348353623188,6.0922,30.6472,55.4196
"tool","L2-load miss rate (%)","TypeScript","immutable-js-2006",1172,8.3596,12.6221145904437,4.245765,41.598315,61.0118
"tool","LLC MPKI","C","jq-2598",888,0.0502,0.172508783783784,0.00577,0.85862,3.9975
"tool","LLC MPKI","C","micropython-13039",287,0.0775,0.18411393728223,0.0207,0.64486,0.944
"tool","LLC MPKI","C","redis-12272",343,0.1615,0.225103498542274,0.00379,0.62274,1.6982
"tool","LLC MPKI","C++","fmt-2457",1858,0.1108,0.251693595263724,0.0332,0.986435,4.5941
"tool","LLC MPKI","C++","fmt-3750",1173,0.1105,0.241445439045183,0.03576,0.94116,3.8306
"tool","LLC MPKI","C++","fmt-3901",596,0.10895,0.198626510067114,0.036075,0.5847,2.7824
"tool","LLC MPKI","C++","json-4237",1468,0.1134,0.261550749318801,5e-04,0.944565,11.3903
"tool","LLC MPKI","Go","caddy-4774",1238,0.33275,0.406986752827141,0.05507,0.978975,6.3523
"tool","LLC MPKI","Go","gin-2121",152,0.2442,0.297704605263158,0.062285,0.6948,1.6678
"tool","LLC MPKI","Go","hugo-12579",720,0.16925,0.248361527777778,0.02129,0.687185,3.6234
"tool","LLC MPKI","Go","prometheus-10720",834,0.30525,0.425672302158273,0.012265,1.008705,3.7602
"tool","LLC MPKI","Java","gson-1093",272,0.1722,0.265462867647059,0.01251,0.79842,1.6281
"tool","LLC MPKI","Java","gson-2134",273,0.093,0.236466666666667,0.0284,0.801539999999999,2.0087
"tool","LLC MPKI","Java","javaparser-4538",475,0.1113,0.231537894736842,0.0317,0.81713,2.2283
"tool","LLC MPKI","Java","lombok-3479",1034,0.1575,0.323115957446808,0.0357,0.90462,4.4685
"tool","LLC MPKI","JavaScript","babel-15649",259,0.1799,0.304805019305019,0.04987,0.82436,2.1234
"tool","LLC MPKI","JavaScript","preact-3763",383,0.1169,0.187369451697128,0.04211,0.54801,2.0757
"tool","LLC MPKI","JavaScript","three.js-26589",469,0.1716,0.363379317697228,0.01504,1.05284,3.3006
"tool","LLC MPKI","PHP","carbon-2752",363,0.41,0.458854545454545,0.02519,0.97415,2.7757
"tool","LLC MPKI","PHP","framework-52684",197,0.3819,0.402309137055838,0.01582,0.8413,2.0836
"tool","LLC MPKI","PHP","php-cs-fixer-8064",742,0.1679,0.340179784366577,0.07181,0.92453,2.6092
"tool","LLC MPKI","PHP","phpspreadsheet-3463",346,0.47165,0.559019653179191,0.020375,1.50885,2.1185
"tool","LLC MPKI","Python","astropy",1347,0.2003,0.411081959910913,0.0088,1.17421,3.5158
"tool","LLC MPKI","Python","scikit-learn",804,5e-04,0.133587562189055,2e-04,0.67051,6.1308
"tool","LLC MPKI","Python","sympy",936,0.1778,0.35209764957265,0.075075,1.1337,3.8871
"tool","LLC MPKI","Ruby","fastlane-20958",403,0.1629,0.27048982630273,0.04217,0.79544,2.1432
"tool","LLC MPKI","Ruby","fpm-1829",203,0.1912,0.306415270935961,0.04633,0.84941,1.7189
"tool","LLC MPKI","Ruby","rubocop-13560",926,0.193,0.338714470842333,0.036925,1.063725,3.4981
"tool","LLC MPKI","Rust","axum-1730",1203,0.3427,0.468004904405653,0.094,1.08133,11.3424
"tool","LLC MPKI","Rust","bat-2835",1242,0.2968,0.425571739130435,0.0067,1.140755,3.891
"tool","LLC MPKI","Rust","nushell-13831",1266,0.3207,0.762946998420221,0.050725,2.1486,22.1028
"tool","LLC MPKI","Rust","ripgrep-2209",525,0.234,0.365926857142857,0.01792,0.99736,4.6155
"tool","LLC MPKI","SPEC-fp","SPEC-fp",12,0.05661,1.98606833333333,0.0001795,10.5705455,17.94153
"tool","LLC MPKI","SPEC-int","SPEC-int",14,0.01019,0.0737985714285714,0.0002025,0.324763,0.4931
"tool","LLC MPKI","TypeScript","docusaurus-10130",312,0.14865,0.266484935897436,0.040455,0.84237,2.3212
"tool","LLC MPKI","TypeScript","docusaurus-9897",345,0.1918,0.323755942028985,0.0494,0.93642,2.2708
"tool","LLC MPKI","TypeScript","immutable-js-2006",1172,0.1408,0.244942747440273,0.017775,0.95388,5.1936
"tool","LLC miss rate (%)","C","jq-2598",888,18.24725,22.7997945945946,1.69336,63.13022,85.4962
"tool","LLC miss rate (%)","C","micropython-13039",287,22.3258,26.7527362369338,9.13656,61.46212,89.9995
"tool","LLC miss rate (%)","C","redis-12272",287,30.9325,34.5935010452962,11.17471,65.06697,84.029
"tool","LLC miss rate (%)","C++","fmt-2457",1858,24.03865,28.4661775565124,4.91585,68.669155,93.0089
"tool","LLC miss rate (%)","C++","fmt-3750",1173,22.9211,27.1334727195226,4.04418,64.77288,89.4442
"tool","LLC miss rate (%)","C++","fmt-3901",596,24.0031,27.488417114094,4.60555,60.179825,85.5398
"tool","LLC miss rate (%)","C++","json-4237",1458,39.7984,43.00335781893,11.35415,89.21869,99.0513
"tool","LLC miss rate (%)","Go","caddy-4774",1238,40.6243,42.6665465266559,14.719785,75.863425,95.6293
"tool","LLC miss rate (%)","Go","gin-2121",152,27.8583,32.5139973684211,15.336965,69.59909,91.9325
"tool","LLC miss rate (%)","Go","hugo-12579",719,39.3769,39.2140673157163,15.24982,66.99214,89.9553
"tool","LLC miss rate (%)","Go","prometheus-10720",834,42.36755,42.1791352517986,3.51377,78.572425,90.306
"tool","LLC miss rate (%)","Java","gson-1093",272,26.2698,29.6349720588235,8.00579,60.258485,92.8795
"tool","LLC miss rate (%)","Java","gson-2134",273,17.683,23.8827161172161,7.08074,62.29192,92.8317
"tool","LLC miss rate (%)","Java","javaparser-4538",475,16.3588,24.2461484210526,6.1798,62.88021,92.1966
"tool","LLC miss rate (%)","Java","lombok-3479",1034,26.07285,31.5809290135397,10.33366,72.64454,93.8551
"tool","LLC miss rate (%)","JavaScript","babel-15649",259,31.8434,37.04838996139,12.2984,82.42362,97.6506
"tool","LLC miss rate (%)","JavaScript","preact-3763",383,25.6801,29.8538592689295,14.66567,57.66198,84.7269
"tool","LLC miss rate (%)","JavaScript","three.js-26589",469,30.9717,39.3346746268657,12.81594,79.00652,96.7161
"tool","LLC miss rate (%)","PHP","carbon-2752",362,41.35815,43.5185718232044,17.0222,74.09249,90.8211
"tool","LLC miss rate (%)","PHP","framework-52684",196,34.56665,36.2306025510204,11.19515,65.728275,82.9904
"tool","LLC miss rate (%)","PHP","php-cs-fixer-8064",742,23.1267,31.6629454177898,10.955205,73.6867499999999,92.5867
"tool","LLC miss rate (%)","PHP","phpspreadsheet-3463",346,42.5838,40.3908476878613,8.08705,68.609425,89.6347
"tool","LLC miss rate (%)","Python","astropy",1347,19.6876,31.3501204899777,11.34783,77.47534,89.3762
"tool","LLC miss rate (%)","Python","scikit-learn",804,3.77265,11.047963681592,1.23603,44.8549599999999,80.3597
"tool","LLC miss rate (%)","Python","sympy",936,32.70595,40.7965353632479,13.0135,79.4462,96.478
"tool","LLC miss rate (%)","Ruby","fastlane-20958",403,24.155,29.7219746898263,7.27926,68.64974,81.2593
"tool","LLC miss rate (%)","Ruby","fpm-1829",203,21.4302,27.693781773399,6.74321,64.95441,79.8683
"tool","LLC miss rate (%)","Ruby","rubocop-13560",926,24.46105,33.2866607991361,6.97535,76.2349,88.1771
"tool","LLC miss rate (%)","Rust","axum-1730",1203,41.034,40.5821699085619,12.82287,70.35259,93.749
"tool","LLC miss rate (%)","Rust","bat-2835",1242,41.80115,41.9568964573269,13.678125,77.9756,91.5301
"tool","LLC miss rate (%)","Rust","nushell-13831",1266,45.076,46.71862835703,19.432975,85.30825,97.5423
"tool","LLC miss rate (%)","Rust","ripgrep-2209",523,33.1907,35.9175636711281,11.22779,74.32466,86.8544
"tool","LLC miss rate (%)","SPEC-fp","SPEC-fp",11,25.89353,33.8402681818182,3.56561,73.805345,91.95635
"tool","LLC miss rate (%)","SPEC-int","SPEC-int",14,9.749215,18.0317507142857,0.9035785,58.625177,73.06052
"tool","LLC miss rate (%)","TypeScript","docusaurus-10130",312,27.9514,34.1396227564103,13.492115,69.629925,87.1455
"tool","LLC miss rate (%)","TypeScript","docusaurus-9897",345,33.898,38.1746492753623,13.9544,77.1996,95.3231
"tool","LLC miss rate (%)","TypeScript","immutable-js-2006",1172,48.79385,48.4698349829352,13.76988,89.74175,96.4565
"tool","uop-cache (DSB) MPKI","C","jq-2598",880,49.71935,50.1864856818182,17.01101,89.72958,108.2766
"tool","uop-cache (DSB) MPKI","C","micropython-13039",367,59.2979,68.7230376021798,37.48195,110.59411,116.016
"tool","uop-cache (DSB) MPKI","C","redis-12272",382,52.0359,54.4377410994764,10.431685,109.686595,115.5882
"tool","uop-cache (DSB) MPKI","C++","fmt-2457",1850,53.24715,56.0446019459459,24.367145,92.769995,109.0981
"tool","uop-cache (DSB) MPKI","C++","fmt-3750",1168,43.7257,49.2815366438356,21.24391,89.713415,106.5357
"tool","uop-cache (DSB) MPKI","C++","fmt-3901",596,43.8146,48.4618253355705,21.454825,89.143025,107.4639
"tool","uop-cache (DSB) MPKI","C++","json-4237",1464,45.8416,49.6895615437158,5.801625,92.136925,117.8326
"tool","uop-cache (DSB) MPKI","Go","caddy-4774",1237,41.3212,46.9692826192401,2.30744,99.06948,110.1588
"tool","uop-cache (DSB) MPKI","Go","gin-2121",151,78.73,66.0298105960265,10.12035,98.01055,108.5472
"tool","uop-cache (DSB) MPKI","Go","hugo-12579",718,43.23275,46.1105062674095,6.52935,91.97695,106.5828
"tool","uop-cache (DSB) MPKI","Go","prometheus-10720",818,72.98965,62.2965424205379,7.44707,102.580885,111.9817
"tool","uop-cache (DSB) MPKI","Java","gson-1093",266,58.92035,60.6451593984962,18.340825,93.426275,99.125
"tool","uop-cache (DSB) MPKI","Java","gson-2134",272,36.7225,51.8656180147059,18.835805,92.753665,99.0686
"tool","uop-cache (DSB) MPKI","Java","javaparser-4538",475,35.6696,48.8634393684211,19.93215,93.3433,105.5909
"tool","uop-cache (DSB) MPKI","Java","lombok-3479",1042,43.238,55.6736182341651,21.1076,98.588215,106.5749
"tool","uop-cache (DSB) MPKI","JavaScript","babel-15649",262,58.4911,64.295313740458,42.93847,89.7168,107.6099
"tool","uop-cache (DSB) MPKI","JavaScript","preact-3763",380,53.51775,55.3856610526316,33.848305,88.626385,106.48
"tool","uop-cache (DSB) MPKI","JavaScript","three.js-26589",473,58.1833,63.9308160676533,26.1404,104.97024,107.6396
"tool","uop-cache (DSB) MPKI","PHP","carbon-2752",362,78.60975,70.1265872928177,30.836575,99.509915,105.1734
"tool","uop-cache (DSB) MPKI","PHP","framework-52684",195,83.9844,72.2909594871795,17.60411,99.73173,107.9669
"tool","uop-cache (DSB) MPKI","PHP","php-cs-fixer-8064",750,41.7706,61.4869696,38.74776,99.5283,107.042
"tool","uop-cache (DSB) MPKI","PHP","phpspreadsheet-3463",347,65.8429,67.9478680115274,27.86513,99.10667,106.3268
"tool","uop-cache (DSB) MPKI","Ruby","fastlane-20958",401,56.5674,58.0856538653367,34.5728,92.7066,107.2424
"tool","uop-cache (DSB) MPKI","Ruby","fpm-1829",205,59.9368,67.6795043902439,49.30942,93.62698,106.1779
"tool","uop-cache (DSB) MPKI","Ruby","rubocop-13560",914,59.78205,62.2792037199125,28.8437,100.512155,108.4187
"tool","uop-cache (DSB) MPKI","Rust","axum-1730",1204,55.2693,55.3036990863787,22.75103,89.5893,130.488
"tool","uop-cache (DSB) MPKI","Rust","bat-2835",1245,53.7525,52.1885697991968,13.57124,93.42998,114.3783
"tool","uop-cache (DSB) MPKI","Rust","nushell-13831",1262,50.36395,50.8584066561014,4.575655,92.75359,109.4451
"tool","uop-cache (DSB) MPKI","Rust","ripgrep-2209",528,58.2766,62.5859986742424,37.804665,97.132865,109.6006
"tool","uop-cache (DSB) MPKI","SPEC-fp","SPEC-fp",12,5.55739,24.5590316666667,0.2505895,92.775234,107.93264
"tool","uop-cache (DSB) MPKI","SPEC-int","SPEC-int",14,27.827105,38.6149457142857,0.758,105.410051,120.2947
"tool","uop-cache (DSB) MPKI","TypeScript","docusaurus-10130",309,60.0601,64.4084825242718,35.55476,92.36144,139.2225
"tool","uop-cache (DSB) MPKI","TypeScript","docusaurus-9897",343,59.8364,64.3503346938776,35.32845,91.4583,106.829
"tool","uop-cache (DSB) MPKI","TypeScript","immutable-js-2006",1162,48.9084,47.2944518932874,3.274745,87.213825,107.7953
