"fence","metric","grp","col","n","median","mean","p5","p95","max"
"harness","LLC MPKI","Ruby","fpm-1829",144,0.6453,1.59329722222222,0.063015,3.63662,13.913
"harness","LLC MPKI","Ruby","rubocop-13560",607,0.3579,2.10453607907743,0.07812,8.94190999999999,29.764
"harness","LLC MPKI","Rust","axum-1730",224,0.41175,1.44568258928571,0.059035,3.673905,9.1997
"harness","LLC MPKI","Rust","bat-2835",661,0.2795,2.13047337367625,0.034,12.1594,30.4668
"harness","LLC MPKI","Rust","nushell-13831",161,0.8187,1.75352049689441,0.075,3.7567,9.1837
"harness","LLC MPKI","Rust","ripgrep-2209",336,0.31665,1.58313660714286,0.049525,3.7084,16.108
"harness","LLC MPKI","SPEC-fp","SPEC-fp",12,0.05661,1.98606833333333,0.0001795,10.5705455,17.94153
"harness","LLC MPKI","SPEC-int","SPEC-int",14,0.01019,0.0737985714285714,0.0002025,0.324763,0.4931
"harness","LLC MPKI","TypeScript","docusaurus-10130",173,0.4155,1.56385086705202,0.06724,3.66304,13.8323
"harness","LLC MPKI","TypeScript","docusaurus-9897",196,0.5907,1.50377142857143,0.073875,3.7248,9.2763
"harness","LLC MPKI","TypeScript","immutable-js-2006",375,0.3006,1.53855173333333,0.0566,3.75876,16.2689
"harness","LLC miss rate (%)","C","jq-2598",278,58.3037,59.0048870503597,31.2124,85.340235,89.7486
"harness","LLC miss rate (%)","C","micropython-13039",102,50.43445,53.6452049019608,29.728155,87.268495,93.1523
"harness","LLC miss rate (%)","C","redis-12272",96,50.24785,55.7164447916667,30.586775,83.4437,88.9702
"harness","LLC miss rate (%)","C++","fmt-2457",864,69.3344,62.817700462963,30.133665,87.580195,94.6751
"harness","LLC miss rate (%)","C++","fmt-3750",253,58.6154,59.0882031620553,31.89032,83.58964,89.4673
"harness","LLC miss rate (%)","C++","fmt-3901",83,53.6151,58.3353686746988,30.08781,87.64241,89.1958
"harness","LLC miss rate (%)","C++","json-4237",289,64.2258,61.9052920415225,32.9472,87.60752,90.4627
"harness","LLC miss rate (%)","Go","caddy-4774",705,62.5434,59.9864527659574,28.88336,87.99514,92.7769
"harness","LLC miss rate (%)","Go","gin-2121",81,45.1938,48.9121913580247,24.1026,82.6587,88.8105
"harness","LLC miss rate (%)","Go","hugo-12579",143,48.3198,53.1488657342657,29.00704,86.77077,91.0392
"harness","LLC miss rate (%)","Go","prometheus-10720",588,61.1397,59.9007493197279,31.61178,86.381005,90.6045
"harness","LLC miss rate (%)","Java","gson-1093",122,48.2074,52.8312196721311,27.78924,87.52727,89.8146
"harness","LLC miss rate (%)","Java","gson-2134",98,46.74465,51.9786714285714,30.871135,85.791805,91.4749
"harness","LLC miss rate (%)","Java","javaparser-4538",144,47.34825,52.8557625,25.29811,87.947835,90.257
"harness","LLC miss rate (%)","Java","lombok-3479",545,60.3328,59.7623557798165,31.2059,85.65946,90.0903
"harness","LLC miss rate (%)","JavaScript","babel-15649",136,51.61065,56.3302448529412,27.1828,88.052625,89.7127
"harness","LLC miss rate (%)","JavaScript","preact-3763",118,51.37195,56.2553194915254,28.947485,87.960725,89.8899
"harness","LLC miss rate (%)","JavaScript","three.js-26589",350,68.5819,63.5019551428571,31.52201,87.18428,91.0673
"harness","LLC miss rate (%)","PHP","carbon-2752",223,50.9878,55.0137439461883,30.38302,83.58977,88.846
"harness","LLC miss rate (%)","PHP","framework-52684",132,47.4844,51.7228537878788,30.02047,85.104575,89.4005
"harness","LLC miss rate (%)","PHP","php-cs-fixer-8064",366,58.45395,58.869787704918,30.33745,85.6426,90.8524
"harness","LLC miss rate (%)","PHP","phpspreadsheet-3463",183,50.4318,55.3581087431694,28.25876,85.63299,88.0664
"harness","LLC miss rate (%)","Python","astropy",1308,68.20515,64.2022282110092,27.389415,89.84575,92.2101
"harness","LLC miss rate (%)","Python","scikit-learn",143,55.2396,60.8863685314685,33.87832,90.14197,91.7501
"harness","LLC miss rate (%)","Python","sympy",1887,63.8875,61.2555878113408,25.484,91.934,95.353
"harness","LLC miss rate (%)","Ruby","fastlane-20958",134,57.94365,60.6401358208955,32.67654,88.03219,89.0232
"harness","LLC miss rate (%)","Ruby","fpm-1829",144,56.0528,58.49130625,32.1576,83.468865,88.7041
"harness","LLC miss rate (%)","Ruby","rubocop-13560",607,69.1371,63.4414850082372,32.12154,86.64791,91.5102
"harness","LLC miss rate (%)","Rust","axum-1730",224,65.2914,63.006546875,30.0109,86.8159,89.6144
"harness","LLC miss rate (%)","Rust","bat-2835",660,67.40015,63.5047898484848,32.876455,86.058405,94.4394
"harness","LLC miss rate (%)","Rust","nushell-13831",160,60.7673,62.809143125,34.60603,87.52517,89.5349
"harness","LLC miss rate (%)","Rust","ripgrep-2209",336,65.5108,62.5502970238095,32.614675,87.2656,90.7507
"harness","LLC miss rate (%)","SPEC-fp","SPEC-fp",11,25.89353,33.8402681818182,3.56561,73.805345,91.95635
"harness","LLC miss rate (%)","SPEC-int","SPEC-int",14,9.749215,18.0317507142857,0.9035785,58.625177,73.06052
"harness","LLC miss rate (%)","TypeScript","docusaurus-10130",173,58.2805,60.1209988439306,32.6827,87.99834,89.6382
"harness","LLC miss rate (%)","TypeScript","docusaurus-9897",196,53.6513,56.7280403061225,30.841275,87.04765,90.2353
"harness","LLC miss rate (%)","TypeScript","immutable-js-2006",375,68.3062,63.1788066666667,33.92209,85.31258,90.3864
"harness","uop-cache (DSB) MPKI","C","jq-2598",263,24.5385,45.21726121673,8.87047,90.04186,93.3141
"harness","uop-cache (DSB) MPKI","C","micropython-13039",109,85.3692,62.8787146788991,16.20034,90.30882,139.0793
"harness","uop-cache (DSB) MPKI","C","redis-12272",99,72.1021,59.3840636363636,14.59761,90.22328,90.8893
"harness","uop-cache (DSB) MPKI","C++","fmt-2457",850,17.90685,30.1767748235294,3.271045,89.344155,94.7919
"harness","uop-cache (DSB) MPKI","C++","fmt-3750",249,36.3745,48.427602811245,9.34748,89.81986,91.6004
"harness","uop-cache (DSB) MPKI","C++","fmt-3901",83,72.0925,60.8193397590361,16.57921,89.85046,90.7083
"harness","uop-cache (DSB) MPKI","C++","json-4237",267,27.4032,46.3369617977528,8.23998,89.88358,91.2714
"harness","uop-cache (DSB) MPKI","Go","caddy-4774",702,18.12675,33.8563289173789,5.500565,89.819315,93.7972
"harness","uop-cache (DSB) MPKI","Go","gin-2121",81,66.2555,61.6202345679012,17.9494,90.0024,90.2748
"harness","uop-cache (DSB) MPKI","Go","hugo-12579",135,53.2244,54.4136481481481,12.89729,90.14891,92.5437
"harness","uop-cache (DSB) MPKI","Go","prometheus-10720",585,18.6591,37.7636955555556,6.73576,89.92662,90.9767
"harness","uop-cache (DSB) MPKI","Java","gson-1093",124,63.1434,55.8556056451613,10.92983,90.707945,97.0749
"harness","uop-cache (DSB) MPKI","Java","gson-2134",100,63.45075,58.957199,14.537965,90.23242,90.6011
"harness","uop-cache (DSB) MPKI","Java","javaparser-4538",140,56.90605,55.3064821428571,12.397925,90.101285,90.8293
"harness","uop-cache (DSB) MPKI","Java","lombok-3479",552,18.97035,38.2564217391304,6.19473,89.94474,93.2572
"harness","uop-cache (DSB) MPKI","JavaScript","babel-15649",147,64.0974,57.8019891156463,14.11239,90.33917,95.2713
"harness","uop-cache (DSB) MPKI","JavaScript","preact-3763",109,63.7103,57.7963229357798,13.08626,89.9569,91.2426
"harness","uop-cache (DSB) MPKI","JavaScript","three.js-26589",351,21.9687,42.3059259259259,5.52165,89.87235,92.0569
"harness","uop-cache (DSB) MPKI","PHP","carbon-2752",223,39.9349,49.3898905829596,9.90281,89.96001,90.8521
"harness","uop-cache (DSB) MPKI","PHP","framework-52684",135,60.5186,56.02902,12.03244,89.98109,90.2331
"harness","uop-cache (DSB) MPKI","PHP","php-cs-fixer-8064",378,24.56405,43.0050264550265,7.021285,90.44914,91.9359
"harness","uop-cache (DSB) MPKI","PHP","phpspreadsheet-3463",187,52.0284,54.051285026738,10.35344,90.2651,138.5879
"harness","uop-cache (DSB) MPKI","Ruby","fastlane-20958",143,50.8628,52.4613461538462,10.93784,89.72009,90.3458
"harness","uop-cache (DSB) MPKI","Ruby","fpm-1829",146,49.70065,52.5273349315069,10.57085,89.814225,90.7253
"harness","uop-cache (DSB) MPKI","Ruby","rubocop-13560",573,18.2391,37.325612565445,2.17018,89.86322,91.2183
"harness","uop-cache (DSB) MPKI","Rust","axum-1730",214,37.8234,48.391611682243,6.619935,90.2871,96.5194
"harness","uop-cache (DSB) MPKI","Rust","bat-2835",651,18.2244,35.358024577573,4.87295,89.59195,92.9406
"harness","uop-cache (DSB) MPKI","Rust","nushell-13831",156,56.66,53.7310948717949,11.893625,90.353025,90.868
"harness","uop-cache (DSB) MPKI","Rust","ripgrep-2209",335,23.5946,43.8014349253731,6.67619,89.90674,91.7708
"harness","uop-cache (DSB) MPKI","SPEC-fp","SPEC-fp",12,5.55739,24.5590316666667,0.2505895,92.775234,107.93264
"harness","uop-cache (DSB) MPKI","SPEC-int","SPEC-int",14,27.827105,38.6149457142857,0.758,105.410051,120.2947
"harness","uop-cache (DSB) MPKI","TypeScript","docusaurus-10130",158,47.20785,51.5285069620253,10.071065,90.12187,92.0238
"harness","uop-cache (DSB) MPKI","TypeScript","docusaurus-9897",201,37.7613,50.6105422885572,9.6178,90.3025,91.1693
"harness","uop-cache (DSB) MPKI","TypeScript","immutable-js-2006",378,20.4853,40.9796888888889,6.153565,90.13843,92.7233
"tool","BTB MPKI (BAClears)","C","jq-2598",880,1.05055,1.32237772727273,0.112995,3.564665,7.2162
"tool","BTB MPKI (BAClears)","C","micropython-13039",367,1.2465,1.97274059945504,0.36439,5.78831,14.7148
"tool","BTB MPKI (BAClears)","C","redis-12272",382,1.21415,1.66763481675393,0.12196,4.03876,10.6842
"tool","BTB MPKI (BAClears)","C++","fmt-2457",1850,0.9269,1.32038016216216,0.1117,3.6977,8.0268
"tool","BTB MPKI (BAClears)","C++","fmt-3750",1168,0.70585,1.03409195205479,0.078035,3.4906,7.7089
"tool","BTB MPKI (BAClears)","C++","fmt-3901",596,0.66485,0.910073489932886,0.0839,3.131325,7.1017
"tool","BTB MPKI (BAClears)","C++","json-4237",1464,0.4816,0.802572950819672,0.013775,3.161355,7.9788
"tool","BTB MPKI (BAClears)","Go","caddy-4774",1237,0.4736,1.47762109943411,0.01628,4.01014,7.5113
"tool","BTB MPKI (BAClears)","Go","gin-2121",151,2.1503,2.19136688741722,0.1351,4.14755,5.8777
"tool","BTB MPKI (BAClears)","Go","hugo-12579",718,1.05835,1.36246406685237,0.02815,3.856615,8.0157
"tool","BTB MPKI (BAClears)","Go","prometheus-10720",818,2.1125,2.22408679706601,0.06559,4.127175,7.3707
"tool","BTB MPKI (BAClears)","Java","gson-1093",266,1.48915,2.00140037593985,0.04625,4.28835,7.47
"tool","BTB MPKI (BAClears)","Java","gson-2134",272,1.09735,1.86839007352941,0.470305,4.213265,7.7132
"tool","BTB MPKI (BAClears)","Java","javaparser-4538",475,0.8309,1.51057726315789,0.24965,4.06134,7.2625
"tool","BTB MPKI (BAClears)","Java","lombok-3479",1042,1.13645,1.85589721689059,0.35408,4.178905,7.4183
"tool","BTB MPKI (BAClears)","JavaScript","babel-15649",262,1.4859,1.96702022900763,0.22057,4.10615,7.7322
"tool","BTB MPKI (BAClears)","JavaScript","preact-3763",380,1.5308,1.79012236842105,0.66612,3.72091,8.8709
"tool","BTB MPKI (BAClears)","JavaScript","three.js-26589",473,1.4694,2.07307484143763,0.0796,4.36334,8.1601
"tool","BTB MPKI (BAClears)","PHP","carbon-2752",362,2.5365,2.3012361878453,0.235885,4.655185,8.3087
"tool","BTB MPKI (BAClears)","PHP","framework-52684",195,3.1536,2.5550958974359,0.07153,4.42845,7.2895
"tool","BTB MPKI (BAClears)","PHP","php-cs-fixer-8064",750,0.772,2.02369706666667,0.55615,4.48634,7.9924
"tool","BTB MPKI (BAClears)","PHP","phpspreadsheet-3463",347,1.3628,2.1295288184438,0.16977,4.7225,7.9865
"tool","BTB MPKI (BAClears)","Ruby","fastlane-20958",401,0.6176,0.997759102244389,0.095,3.3428,5.7914
"tool","BTB MPKI (BAClears)","Ruby","fpm-1829",205,1.561,1.92166975609756,0.52844,3.65174,5.5187
"tool","BTB MPKI (BAClears)","Ruby","rubocop-13560",914,0.716,1.30301663019694,0.14732,3.6016,12.3242
"tool","BTB MPKI (BAClears)","Rust","axum-1730",1204,0.73825,1.05167059800664,0.08433,3.524895,13.6555
"tool","BTB MPKI (BAClears)","Rust","bat-2835",1245,0.736,1.15681502008032,0.05216,3.7006,14.044
"tool","BTB MPKI (BAClears)","Rust","nushell-13831",1262,0.5301,0.761817908082409,0.019225,2.51184,8.5442
"tool","BTB MPKI (BAClears)","Rust","ripgrep-2209",528,1.27065,1.68436496212121,0.197735,3.866765,8.7435
"tool","BTB MPKI (BAClears)","SPEC-fp","SPEC-fp",12,0.006745,0.01607,0.0007015,0.0622449999999999,0.11884
"tool","BTB MPKI (BAClears)","SPEC-int","SPEC-int",14,0.017505,0.180978571428571,0.001061,0.8306835,1.63552
"tool","BTB MPKI (BAClears)","TypeScript","docusaurus-10130",309,1.5715,1.97248090614887,0.50196,3.9353,5.9133
"tool","BTB MPKI (BAClears)","TypeScript","docusaurus-9897",343,1.5734,2.02123644314869,0.65178,3.76702,8.0146
"tool","BTB MPKI (BAClears)","TypeScript","immutable-js-2006",1162,1.14415,1.36729939759036,0.0027,3.64853,8.0924
"tool","Branch MPKI","C","jq-2598",901,5.6596,5.38872197558269,1.9422,8.3707,10.8383
"tool","Branch MPKI","C","micropython-13039",293,5.8482,5.42312252559727,2.21096,7.97896,11.9287
"tool","Branch MPKI","C","redis-12272",345,3.5086,3.92142260869565,0.33138,7.5192,10.5695
"tool","Branch MPKI","C++","fmt-2457",1884,5.84145,5.61048646496815,2.17646,9.31676,14.455
"tool","Branch MPKI","C++","fmt-3750",1185,5.2395,5.07558565400844,1.62644,8.25879999999999,13.7023
"tool","Branch MPKI","C++","fmt-3901",603,5.0759,4.883271973466,1.64601,7.731,11.2018
"tool","Branch MPKI","C++","json-4237",1479,3.1735,3.14913015551048,0.00579,7.28816,16.3601
"tool","Branch MPKI","Go","caddy-4774",1249,2.7726,3.91823458767014,0.83852,8.6952,15.0452
"tool","Branch MPKI","Go","gin-2121",156,5.78495,5.0194141025641,1.583825,8.086575,9.8593
"tool","Branch MPKI","Go","hugo-12579",730,4.1678,4.39429095890411,1.445575,7.844345,12.909
"tool","Branch MPKI","Go","prometheus-10720",825,5.9295,5.29699078787879,0.72782,9.64454,13.7354
"tool","Branch MPKI","Java","gson-1093",268,6.02535,5.85981343283582,2.61362,8.37817,12.1937
"tool","Branch MPKI","Java","gson-2134",276,5.86265,5.93530833333333,3.846775,8.224175,10.229
"tool","Branch MPKI","Java","javaparser-4538",483,5.4615,5.46620041407868,2.67498,8.07456,10.4208
"tool","Branch MPKI","Java","lombok-3479",1059,6.3192,6.08294041548631,3.17012,9.59383,11.7182
"tool","Branch MPKI","JavaScript","babel-15649",279,5.9006,5.35779605734767,1.12124,7.61189,9.7724
"tool","Branch MPKI","JavaScript","preact-3763",389,5.3315,5.17515347043702,2.58088,7.17702,8.3557
"tool","Branch MPKI","JavaScript","three.js-26589",482,6.641,6.24169460580913,2.470355,9.833245,10.5247
"tool","Branch MPKI","PHP","carbon-2752",372,5.906,5.33156397849462,1.085245,8.82954,11.5074
"tool","Branch MPKI","PHP","framework-52684",198,6.8842,6.21157727272727,2.87535,9.25667999999999,13.4102
"tool","Branch MPKI","PHP","php-cs-fixer-8064",758,3.7956,5.10082770448549,3.06052,8.72095,11.5993
"tool","Branch MPKI","PHP","phpspreadsheet-3463",349,5.9317,5.88786733524355,2.58884,8.87679999999998,13.2109
"tool","Branch MPKI","Python","astropy",1359,5.5186,5.12171596762325,0.52537,9.44987,12.4409
"tool","Branch MPKI","Python","scikit-learn",826,0.1059,2.31925593220339,0.022425,7.3105,10.2523
"tool","Branch MPKI","Python","sympy",948,6.8169,6.21404873417722,2.85212,9.819905,17.2863
"tool","Branch MPKI","Ruby","fastlane-20958",407,3.0154,4.19323513513513,1.61617,8.03279,9.8073
"tool","Branch MPKI","Ruby","fpm-1829",206,7.26915,6.4129427184466,2.901775,8.062625,9.7387
"tool","Branch MPKI","Ruby","rubocop-13560",933,4.6678,5.33245069667738,1.70858,9.65074,13.2782
"tool","Branch MPKI","Rust","axum-1730",1217,4.1836,4.49571084634347,1.0674,8.07076,15.5173
"tool","Branch MPKI","Rust","bat-2835",1267,4.5301,4.68561554853986,0.33146,9.75209,21.2737
"tool","Branch MPKI","Rust","nushell-13831",1273,4.0808,4.1654241948154,0.787,8.07514,23.3206
"tool","Branch MPKI","Rust","ripgrep-2209",542,6.4965,5.6707315498155,1.1492,9.04898999999998,11.5248
"tool","Branch MPKI","SPEC-fp","SPEC-fp",12,0.05429,1.06523583333333,0.0126255,5.497083,6.81551
"tool","Branch MPKI","SPEC-int","SPEC-int",14,2.920385,3.37508714285714,0.1051445,8.232053,11.80665
"tool","Branch MPKI","TypeScript","docusaurus-10130",314,6.14985,5.71939331210191,2.085195,7.71008,11.3078
"tool","Branch MPKI","TypeScript","docusaurus-9897",347,6.2587,5.8078855907781,2.60958,7.86021,11.4057
"tool","Branch MPKI","TypeScript","immutable-js-2006",1173,5.0788,4.55852455242967,0.08986,7.4776,11.7825
"tool","Branch-direction MPKI","C","jq-2598",880,4.6365,4.54778704545455,1.834335,7.45175,9.2398
"tool","Branch-direction MPKI","C","micropython-13039",367,4.4393,3.94090572207084,0.19661,6.78752,8.7252
"tool","Branch-direction MPKI","C","redis-12272",382,2.38155,3.0076780104712,0.236355,6.46437,7.3223
"tool","Branch-direction MPKI","C++","fmt-2457",1850,5.02735,4.77840983783784,2.043325,7.63158,13.2548
"tool","Branch-direction MPKI","C++","fmt-3750",1168,4.75035,4.38386969178082,1.498365,7.14243499999999,10.4787
"tool","Branch-direction MPKI","C++","fmt-3901",596,4.68025,4.40244177852349,1.78515,6.81885,9.593
"tool","Branch-direction MPKI","C++","json-4237",1464,2.95465,2.63740334699454,0.00606,5.60149,15.3979
"tool","Branch-direction MPKI","Go","caddy-4774",1237,2.6854,3.09272635408246,0.7774,5.44242,6.8356
"tool","Branch-direction MPKI","Go","gin-2121",151,4.4393,3.85873509933775,1.33935,5.96825,7.0862
"tool","Branch-direction MPKI","Go","hugo-12579",718,4.0424,3.92322325905293,1.289405,7.030885,13.7842
"tool","Branch-direction MPKI","Go","prometheus-10720",818,4.73705,4.0374891198044,0.66625,5.82645,10.3582
"tool","Branch-direction MPKI","Java","gson-1093",266,4.37285,4.31891428571429,1.88605,6.12475,11.1491
"tool","Branch-direction MPKI","Java","gson-2134",272,4.45995,4.45016875,3.31926,5.581725,6.2465
"tool","Branch-direction MPKI","Java","javaparser-4538",475,4.1685,4.12530231578947,2.43159,5.62216,9.9483
"tool","Branch-direction MPKI","Java","lombok-3479",1042,4.68485,4.43542130518234,2.622915,5.70865,8.7165
"tool","Branch-direction MPKI","JavaScript","babel-15649",262,4.80715,4.30626145038168,0.90988,5.4428,7.4872
"tool","Branch-direction MPKI","JavaScript","preact-3763",380,4.60285,4.39473184210526,2.560705,5.48825,7.4011
"tool","Branch-direction MPKI","JavaScript","three.js-26589",473,5.0526,4.67815264270613,2.0875,5.66424,8.2634
"tool","Branch-direction MPKI","PHP","carbon-2752",362,4.23135,3.58436270718232,0.517055,5.55907,6.5064
"tool","Branch-direction MPKI","PHP","framework-52684",195,4.9957,4.80566615384615,2.37669,7.75432999999999,11.6264
"tool","Branch-direction MPKI","PHP","php-cs-fixer-8064",750,3.44915,3.98021706666667,2.730755,5.51825,6.7697
"tool","Branch-direction MPKI","PHP","phpspreadsheet-3463",347,4.4328,4.03054899135447,1.21315,6.03823,10.7989
"tool","Branch-direction MPKI","Ruby","fastlane-20958",401,2.4779,3.30327905236908,1.5073,6.1114,7.0075
"tool","Branch-direction MPKI","Ruby","fpm-1829",205,5.1873,4.84571073170732,2.5695,6.15346,7.2469
"tool","Branch-direction MPKI","Ruby","rubocop-13560",914,3.786,4.01882975929978,1.448115,6.15909,10.048
"tool","Branch-direction MPKI","Rust","axum-1730",1204,3.36085,3.58484559800664,0.9525,6.08591,15.1691
"tool","Branch-direction MPKI","Rust","bat-2835",1245,3.9679,3.71216353413655,0.19674,6.17102,20.9505
"tool","Branch-direction MPKI","Rust","nushell-13831",1262,3.48155,3.59041267828843,0.49931,6.171165,22.6788
"tool","Branch-direction MPKI","Rust","ripgrep-2209",528,5.04635,4.29170492424242,0.952175,6.133505,8.2715
"tool","Branch-direction MPKI","SPEC-fp","SPEC-fp",12,0.05754,0.642389166666667,0.012572,2.9242885,4.46436
"tool","Branch-direction MPKI","SPEC-int","SPEC-int",14,2.95975,3.252175,0.1004915,7.9518575,11.84357
"tool","Branch-direction MPKI","TypeScript","docusaurus-10130",309,4.8308,4.5190071197411,1.80718,5.65056,8.6797
"tool","Branch-direction MPKI","TypeScript","docusaurus-9897",343,4.8106,4.50283848396501,2.23741,5.58011,6.8132
"tool","Branch-direction MPKI","TypeScript","immutable-js-2006",1162,4.47775,3.69685774526678,0.0835,5.482535,8.482
"tool","Context switches (/CPU-s)","C","jq-2598",751,292.6829,672.198750066578,0,2503.36055,6183.4562
"tool","Context switches (/CPU-s)","C","micropython-13039",222,566.39685,952.382915765766,0.485345000000007,3661.247295,8419.5158
"tool","Context switches (/CPU-s)","C","redis-12272",203,625.7822,8334.99276945813,71.60368,53307.5606,54993.4726
"tool","Context switches (/CPU-s)","C++","fmt-2457",1592,9.8241,240.906593404523,0,804.670314999999,52854.8416
"tool","Context switches (/CPU-s)","C++","fmt-3750",1054,9.8135,190.49610056926,0,753.92491,52456.7084
"tool","Context switches (/CPU-s)","C++","fmt-3901",566,9.8072,133.411904946996,0,753.8246,8725.4902
"tool","Context switches (/CPU-s)","C++","json-4237",1347,9.8232,323.509021974759,0,1182.16132,9964.2715
"tool","Context switches (/CPU-s)","Go","caddy-4774",834,1338.6391,2787.64762793765,97.98784,7660.75968,37822.9318
"tool","Context switches (/CPU-s)","Go","gin-2121",81,2161.8283,4276.94882469136,315.6281,13952.7845,35360.0841
"tool","Context switches (/CPU-s)","Go","hugo-12579",620,2223.79955,3220.8642566129,9.82676,8153.17214499999,62121.2121
"tool","Context switches (/CPU-s)","Go","prometheus-10720",420,2325.0144,3209.16820809524,156.973195,10829.38333,31222.2926
"tool","Context switches (/CPU-s)","Java","gson-1093",155,1139.9642,1381.33650516129,6.87420999999999,3159.49132,6720.7792
"tool","Context switches (/CPU-s)","Java","gson-2134",183,1094.0845,1559.82647486339,305.87348,4103.28883,10916.7788
"tool","Context switches (/CPU-s)","Java","javaparser-4538",353,515.9485,886.021852407932,171.88684,2776.81664,5074.1427
"tool","Context switches (/CPU-s)","Java","lombok-3479",678,609.1973,1046.36158303835,152.638235,2847.157525,44532.1753
"tool","Context switches (/CPU-s)","JavaScript","babel-15649",191,568.7694,1652.52601884817,170.50785,2965.0289,56841.5638
"tool","Context switches (/CPU-s)","JavaScript","preact-3763",330,818.87175,2054.87296181818,230.72592,7451.556845,11303.5552
"tool","Context switches (/CPU-s)","JavaScript","three.js-26589",309,604.7279,774.953966019418,23.56422,2056.9664,6024.4845
"tool","Context switches (/CPU-s)","PHP","carbon-2752",166,593.1081,1138.39315783133,0,3580.287625,4552.4056
"tool","Context switches (/CPU-s)","PHP","framework-52684",79,651.8405,934.395650632911,0,2872.99676,4329.0043
"tool","Context switches (/CPU-s)","PHP","php-cs-fixer-8064",458,574.55975,672.669499563319,319.547025,1439.98701,4997.1336
"tool","Context switches (/CPU-s)","PHP","phpspreadsheet-3463",187,1271.4207,1870.72783315508,9.83727,5442.79306,9311.2126
"tool","Context switches (/CPU-s)","Python","astropy",929,245.5279,324.058890419806,5.67426,932.09682,3393.2136
"tool","Context switches (/CPU-s)","Python","scikit-learn",769,570.5624,20585.5335026008,9.84276,149990.0673,190361.5501
"tool","Context switches (/CPU-s)","Python","sympy",695,755.3504,1177.23936,331.381,3152.34255,8743.5709
"tool","Context switches (/CPU-s)","Ruby","fastlane-20958",352,171.74035,770.504600568182,0,2003.2485,57167.2744
"tool","Context switches (/CPU-s)","Ruby","fpm-1829",136,577.4202,828.456258823529,9.833825,1896.7343,9974.4246
"tool","Context switches (/CPU-s)","Ruby","rubocop-13560",709,29.4233,378.940881664316,0,1295.4292,27452.3895
"tool","Context switches (/CPU-s)","Rust","axum-1730",1114,69.0846,313.572784470377,0,1291.80924,8886.7345
"tool","Context switches (/CPU-s)","Rust","bat-2835",1038,266.24015,616.5484238921,0,1785.315135,47812.6608
"tool","Context switches (/CPU-s)","Rust","nushell-13831",1201,29.3686,277.660247793505,0,930.8458,12417.6858
"tool","Context switches (/CPU-s)","Rust","ripgrep-2209",387,558.9194,903.752398966408,0,2601.23405,36848.8335
"tool","Context switches (/CPU-s)","SPEC-fp","SPEC-fp",12,0,1.63299333333333,0,9.796925,9.80831
"tool","Context switches (/CPU-s)","SPEC-int","SPEC-int",14,0,2.457235,0,9.822807,9.8561
"tool","Context switches (/CPU-s)","TypeScript","docusaurus-10130",230,606.01465,1640.28253,255.288815,6573.76326999992,21441.5306
"tool","Context switches (/CPU-s)","TypeScript","docusaurus-9897",246,714.2862,1601.1556101626,295.933625,6631.178125,52435.7657
"tool","Context switches (/CPU-s)","TypeScript","immutable-js-2006",1001,717.4822,962.828701998002,19.6444,2225.8415,15094.4392
"tool","DRAM read (GB/s)","C","jq-2598",899,0.3014,0.487818020022247,0.0275,1.69525,3.7705
"tool","DRAM read (GB/s)","C","micropython-13039",333,0.228,0.339209309309309,0.0059,0.884879999999999,4.7135
"tool","DRAM read (GB/s)","C","redis-12272",346,0.10735,0.739427167630058,2e-04,4.51145,7.757
"tool","DRAM read (GB/s)","C++","fmt-2457",1883,0.3572,0.61100175252257,0.0282,2.47354,5.9024
"tool","DRAM read (GB/s)","C++","fmt-3750",1184,0.5025,1.44997246621622,0.04513,5.1924,9.6093
"tool","DRAM read (GB/s)","C++","fmt-3901",604,1.21405,2.00888874172185,0.06265,5.94589,10.0119
"tool","DRAM read (GB/s)","C++","json-4237",1486,0.4123,1.61761144010767,0.02745,8.150725,18.2058
"tool","DRAM read (GB/s)","Go","caddy-4774",1258,1.6379,2.1593940381558,0.022885,6.555525,31.6202
"tool","DRAM read (GB/s)","Go","gin-2121",154,0.14765,1.12825909090909,0.02859,3.88023,6.8832
"tool","DRAM read (GB/s)","Go","hugo-12579",718,2.1986,2.64532757660167,0.03916,6.41975,9.432
"tool","DRAM read (GB/s)","Go","prometheus-10720",825,0.0963,1.93997842424242,0.02018,7.46606,16.7656
"tool","DRAM read (GB/s)","Java","gson-1093",268,0.14935,0.891391417910448,0.029205,5.053575,7.5014
"tool","DRAM read (GB/s)","Java","gson-2134",276,1.13,1.64890471014493,0.029025,4.66065,6.1048
"tool","DRAM read (GB/s)","Java","javaparser-4538",479,3.1195,3.24495720250522,0.03341,8.10836,13.4792
"tool","DRAM read (GB/s)","Java","lombok-3479",1055,0.9735,1.74239819905213,0.0214,5.98533,9.4309
"tool","DRAM read (GB/s)","JavaScript","babel-15649",263,0.2155,0.593429657794677,0.03661,3.36824,6.4626
"tool","DRAM read (GB/s)","JavaScript","preact-3763",386,0.7563,0.958643523316062,0.043425,3.02135,4.9634
"tool","DRAM read (GB/s)","JavaScript","three.js-26589",484,0.1614,0.235854132231405,0.019215,0.87599,1.7752
"tool","DRAM read (GB/s)","PHP","carbon-2752",364,0.05505,0.250348076923077,0.01555,1.138155,1.4321
"tool","DRAM read (GB/s)","PHP","framework-52684",198,0.05115,0.180177272727273,0.01661,0.689805,3.1441
